name,best_affinity,z_score,hit_level,family,round,source,exhaustiveness,scaffold,smiles
TEGASEROD,0.0,3.956893802751072,NonHit,Other,R4,chembl_ml_screen,16,c1ccc2[nH]ccc2c1,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12
Meloxicam,0.05911,1.0078163084592657,NonHit,Other,R1-R3,hand_picked,8,O=C(NC1=C(c2nccs2)O1)N1C=CC=CS1(=O)=O,CC1=CC=CS(=O)(=O)N1C(=O)NC2=C(C3=NC=C(S3)C)O2
Montelukast,0.6323,1.148061342418691,NonHit,Other,R1-R3,hand_picked,8,c1ccc(CC[C@@H](SCC2CC2)c2ccccc2)cc1,CC(C)(C1=CC=CC=C1CC[C@H](C2=CC=CC(=C2)CC=C(C)C)SCC3(CC3)CC(=O)O)O
Sulindac,0.6643,1.1558909296178772,NonHit,Other,R1-R3,hand_picked,8,c1ccc(-c2cccc3ccccc23)cc1,CC1=C(C2=C(C=CC(=C2)F)C(=C1)CC(=O)O)C3=CC=C(C=C3)S(=O)C
Ursodeoxycholic_Acid,0.9351,1.2221488112909917,NonHit,Carboxylic_acid,R1-R3,hand_picked,8,C1CCC2C(C1)CCC1C3CCCC3CCC21,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
Simvastatin,1.155,1.2759527558254002,NonHit,Statin,R1-R3,hand_picked,8,O=C1CCCC(CCC2CC=CC3=CCCCC32)O1,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(O)(CC(=O)O3)C)C
Pravastatin,1.174,1.280601573224917,NonHit,Statin,R1-R3,hand_picked,8,O=C1CCCC(CCC2CC=CC3=CCCCC32)O1,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(O)(CC(=O)O3)C)C
Folic_Acid,3.064,1.7430365671768597,NonHit,Carboxylic_acid,R1-R3,hand_picked,8,O=c1nc[nH]c2ncc(CNc3ccccc3)nc12,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)N=C(N3)N
Celecoxib,4.869,2.184674220130964,NonHit,NSAID,R1-R3,hand_picked,8,c1ccc(-c2ccnn2-c2ccccc2)cc1,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F
Retinoic_Acid,6.011,2.464092613301926,NonHit,Carboxylic_acid,R1-R3,hand_picked,8,C1=CCCCC1,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
Methotrexate,6.317,2.5389630408941453,NonHit,Other,R1-R3,hand_picked,8,c1ccc(NCc2cnc3ncncc3n2)cc1,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
Cholic_Acid,6.5,2.583738492689492,NonHit,Carboxylic_acid,R1-R3,hand_picked,8,C1CCC2C(C1)CCC1C3CCCC3CCC21,CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C
Deoxycholic_Acid,7.329,2.786573736068413,NonHit,Carboxylic_acid,R1-R3,hand_picked,8,C1CCC2C(C1)CCC1C3CCCC3CCC21,CC(CCC(=O)O)C1CCC2C1(C(CC3C2CC(C4C3(CCC(C4)O)C)O)O)C
Zafirlukast,15.54,4.795596876459631,NonHit,Other,R1-R3,hand_picked,8,O=C(NS(=O)(=O)c1ccccc1)c1ccc(-c2ccccc2)cc1,CC1=CC(=C(C=C1)C2=CC=C(C=C2)C(=O)NS(=O)(=O)C3=CC=CC=C3C(=O)O)N
