name,best_affinity,source
(Z)-3-(methylamino)-1-phenylbut-2-en-1-one,-6.743,glutarimide
Flufenamic_Acid,-6.741,screening_master_results.csv
Norbiotin,-6.739,screening_master_results.csv
"2-[2-(2,4-dioxopyrimidin-1-yl)ethyl]isoindole-1,3-",-6.739,glutarimide
MONOBENZONE,-6.736,screening_master_results.csv
"6-amino-5,5-diethyl-3-methyl-1,3-diazinane-2,",-6.734,pathc_v2
1-[2-fluoro-4-(trifluoromethyl)phenyl]-3-azabicycl,-6.732,glutarimide
SULFADIAZINE,-6.731,docking_batch_results.csv
"2-(3-methylbut-2-enyl)naphthalene-1,4-dione",-6.726,glutarimide
3-[5-methyl-2-(trifluoromethyl)phenyl]piperidine-2,-6.725,glutarimide
"4-(3-fluorophenyl)-4-methylpiperidine-2,6-dione",-6.724,glutarimide
KETAMINE,-6.724,docking_round5_results.csv
METHYLDOPA,-6.723,fda_leftover
L-Phenylalanine,-6.721,screening_master_results.csv
Niflumic_Acid,-6.72,screening_master_results.csv
"4-(4-methylphenyl)piperidine-2,6-dione",-6.72,glutarimide
"3-(3-fluorophenyl)pyrrolidine-2,5-dione",-6.72,glutarimide
CLOFIBRATE,-6.716,fda_leftover
"3-[(2,6-dioxopiperidin-3-yl)amino]-N,N-dimethylpro",-6.713,glutarimide
"(2S)-2-(1,3-dioxoisoindol-2-yl)-3-phenylpropanoic ",-6.712,glutarimide
"2-amino-5-phenylcyclohexa-2,5-diene-1,4-dione",-6.712,glutarimide
N-benzyl-5-oxopyrrolidine-2-carboxamide,-6.708,glutarimide
"5,5-diethyl-2-methoxy-2-methyl-1,3-diazinane-",-6.707,pathc_v2
TICLOPIDINE,-6.706,screening_master_results.csv
METHOCARBAMOL,-6.704,fda_leftover
"3-[(1-methyl-2,6-dioxopiperidin-3-yl)amino]propana",-6.703,glutarimide
"5-[(E)-but-2-enyl]-5-butyl-1,3-diazinane-2,4,",-6.702,pathc_v2
"2-[2-(2-oxo-1H-pyridin-3-yl)ethyl]isoindole-1,3-di",-6.701,glutarimide
CHLORZOXAZONE,-6.699,screening_master_results.csv
"6-amino-5,5-diethyl-1,3-diazinane-2,4-dione",-6.698,pathc_v2
3-[3-oxo-4-(trifluoromethyl)-1H-isoindol-2-yl]pipe,-6.698,glutarimide
"1-methyl-5-pent-2-en-2-yl-5-propyl-1,3-diazin",-6.695,pathc_v2
"3-[(2,6-dioxopiperidin-3-yl)amino]-N-methylpropana",-6.695,glutarimide
ETHINAMATE,-6.693,docking_round5_results.csv
"1-methyl-3-(3-methyl-2,5-dioxopyrrol-1-yl)piperidi",-6.692,glutarimide
"3-[(1-methyl-2,6-dioxopiperidin-3-yl)amino]-N-prop",-6.691,glutarimide
"3-(5,5-diethyl-2,4,6-trioxo-1,3-diazinan-1-yl",-6.689,pathc_v2
"5-but-2-enyl-5-butyl-1,3-diazinane-2,4,6-trio",-6.689,pathc_v2
"2,2-bis(4-fluorophenyl)-2-phenylacetamide",-6.689,glutarimide
COUMARIN,-6.687,docking_batch_results.csv
1-(3-fluorophenyl)cyclopropane-1-carboxamide,-6.682,glutarimide
DIAZOXIDE,-6.682,docking_batch_results.csv
2-phenyl-N-(trifluoromethyl)hept-6-enamide,-6.682,glutarimide
"(5R)-5-butyl-1-methyl-5-prop-1-en-2-yl-1,3-di",-6.682,pathc_v2
EZOGABINE,-6.68,fda_leftover
(5R)-1-methyl-5-[(Z)-pent-2-en-3-yl]-5-propyl,-6.68,pathc_v2
"2-methylisoquinoline-1,3,4-trione",-6.68,glutarimide
Aspirin,-6.676,screening_master_results.csv
(Z)-3-amino-1-phenylbut-2-en-1-one,-6.675,glutarimide
"N-methyl-3-[(1-methyl-2,6-dioxopiperidin-3-yl)amin",-6.675,glutarimide
"1-methyl-5-pent-2-en-3-yl-5-propyl-1,3-diazin",-6.674,pathc_v2
"5-ethyl-5-(trimethylsilylmethyl)-1,3-diazinan",-6.67,pathc_v2
"2-butyl-3-methylnaphthalene-1,4-dione",-6.669,glutarimide
"4-ethyl-4-(2-fluorophenyl)piperidine-2,6-dione",-6.669,glutarimide
"isoindole-1,3-dione",-6.667,glutarimide
3-amino-1-phenylbut-2-en-1-one,-6.659,glutarimide
"1-butyl-4-phenylpiperidine-2,6-dione",-6.657,glutarimide
(5S)-1-methyl-5-[(Z)-pent-2-en-3-yl]-5-propyl,-6.656,pathc_v2
"3-(2-fluoro-4,6-dimethylphenyl)piperidine-2,6-dion",-6.655,glutarimide
1-(2-fluoro-4-methylphenyl)-3-azabicyclo[3.1.,-6.654,pathc_v2
"(1R,5R)-1-methyl-5-[4-(trifluoromethyl)phenyl",-6.653,pathc_v2
"2-(6-aminohexylamino)naphthalene-1,4-dione",-6.653,glutarimide
"2-(5-ethyl-2,4,6-trioxo-1,3-diazinan-5-yl)eth",-6.652,pathc_v2
"5-ethyl-1,5-dimethyl-1,3-diazinane-2,4,6-trio",-6.652,pathc_v2
(5R)-1-methyl-5-[(E)-pent-2-en-3-yl]-5-propyl,-6.652,pathc_v2
PHENSUXIMIDE,-6.651,docking_batch_results.csv
"(2Z)-N-(2,6-dioxopiperidin-3-yl)-N-methylpenta-2,4",-6.651,glutarimide
"1-tert-butyl-5,5-diethyl-1,3-diazinane-2,4,6-",-6.65,pathc_v2
"1-methyl-5-pent-3-en-2-yl-5-propyl-1,3-diazin",-6.648,pathc_v2
(1R)-1-methyl-5-[4-(trifluoromethyl)phenyl]-3,-6.646,pathc_v2
3-[3-[(Z)-but-2-en-2-yl]-4-ethenyl-5-oxo-2H-pyrrol,-6.646,glutarimide
"2-(morpholin-4-ylmethyl)isoindole-1,3-dione",-6.646,glutarimide
"2,3-diethylnaphthalene-1,4-dione",-6.645,glutarimide
2-methyl-2-phenylbutanamide,-6.645,pathc_v2
"N-ethyl-3-[(1-methyl-2,6-dioxopiperidin-3-yl)amino",-6.644,glutarimide
"2-(2,4-dioxo-1H-pyrimidin-5-yl)isoindole-1,3-dione",-6.641,glutarimide
"3-amino-2-bromo-6-methylnaphthalene-1,4-dione",-6.641,glutarimide
N-(cyclopropylmethyl)-2-(2-fluorophenyl)-2-methylp,-6.639,glutarimide
ETOMIDATE,-6.637,screening_master_results.csv
2-amino-1-phenylethanone,-6.637,glutarimide
"1-methyl-5-[(E)-pent-2-en-3-yl]-5-propyl-1,3-",-6.636,pathc_v2
ACYCLOVIR,-6.632,docking_batch_results.csv
"3-(2,4-difluorophenyl)piperidin-2-one",-6.631,glutarimide
LOMUSTINE,-6.629,screening_master_results.csv
"(4R,10bR)-4-methyl-7-(trifluoromethyl)-2,3,4,10b-t",-6.628,glutarimide
"1-methyl-5-[(E)-pent-3-en-2-yl]-5-propyl-1,3-",-6.626,pathc_v2
"3-[3-(methylamino)-2,5-dioxopyrrolidin-1-yl]piperi",-6.624,glutarimide
5-(2-cyclohexylideneethyl)-5-ethyl-1-methyl-1,-6.623,pathc_v2
"2-[2-(2,4-difluorophenyl)phenyl]acetamide",-6.623,glutarimide
"(Z)-4-[(2,6-dioxopiperidin-3-yl)-methylamino]-2,3-",-6.622,glutarimide
"5-(3-phenylpropyl)-1,3-diazinane-2,4,6-trione",-6.622,pathc_v2
"5-(1-phenylbut-3-enyl)-1,3-diazinane-2,4,6-tr",-6.621,pathc_v2
"1-methyl-4-phenylpiperidine-2,6-dione",-6.621,pathc_v2
"3-acetamido-N-(2,6-dioxopiperidin-3-yl)-2-methylbu",-6.62,glutarimide
(5S)-1-methyl-5-[(E)-pent-2-en-3-yl]-5-propyl,-6.618,pathc_v2
"3-chloro-4-(3-fluorophenyl)pyrrole-2,5-dione",-6.616,glutarimide
N-carbamoyl-2-phenylacetamide,-6.615,pathc_v2
"3-acetamido-N-(2,6-dioxopiperidin-3-yl)propanamide",-6.615,glutarimide
"1-(dimethylamino)-5,5-diethyl-1,3-diazinane-2",-6.612,pathc_v2
"N-(2,6-dioxopiperidin-3-yl)-N-methyl-2-methylidene",-6.611,glutarimide
"4-phenyl-1-prop-2-enylpiperidine-2,6-dione",-6.611,glutarimide
"3-methyl-3-phenylpiperidine-2,6-dione",-6.611,pathc_v2
"5-chloro-5-phenyl-1,3-diazinane-2,4,6-trione",-6.61,pathc_v2
"5-ethyl-5-(4-fluorophenyl)-1,3-diazinane-2,4,",-6.61,pathc_v2
"5-butyl-1-methyl-5-prop-1-en-2-yl-1,3-diazina",-6.61,pathc_v2
MELATONIN,-6.609,screening_master_results.csv
"2-[3-(dimethylamino)propylamino]naphthalene-1,4-di",-6.608,glutarimide
"(1R,5S)-1-[2-fluoro-4-(trifluoromethyl)phenyl]-3-a",-6.607,glutarimide
"2-amino-3-bromo-6-methylnaphthalene-1,4-dione",-6.604,glutarimide
"N-(2,6-dioxopiperidin-3-yl)-N-methylacetamide",-6.604,glutarimide
NICOTINE,-6.603,docking_batch_results.csv
NAPHAZOLINE,-6.603,docking_batch_results.csv
CLAVULANIC ACID,-6.603,screening_master_results.csv
"N-(2,6-dioxopiperidin-3-yl)-N-methylpropanamide",-6.602,glutarimide
"3-[(2,5-dioxo-1-pentan-3-ylpyrrolidin-3-yl)amino]p",-6.602,glutarimide
"2,3-dihydroisoindol-1-one",-6.601,glutarimide
"5,5-dimethyl-1,3-diazinane-2,4,6-trione",-6.601,pathc_v2
CLOBENZOREX,-6.597,screening_master_results.csv
"2-(2-methylprop-2-enyl)isoindole-1,3-dione",-6.597,glutarimide
4-[(E)-5-(2-methylphenyl)-4-oxopent-2-enyl]pi,-6.595,pathc_v2
"2-chloro-3-(ethylamino)naphthalene-1,4-dione",-6.595,glutarimide
"3-methyl-4-(2,4,5-trifluorophenyl)piperidine-2,6-d",-6.593,glutarimide
FENCLOFENAC,-6.593,docking_batch_results.csv
SULFAMETHOXYPYRIDAZINE,-6.589,docking_round5b_results.csv
"3-[2,5-dioxo-3-[(Z)-prop-1-enyl]-4-prop-1-en-2-ylp",-6.589,glutarimide
"1-[4-(1,1-difluoroprop-2-enyl)phenyl]-3-azabi",-6.585,pathc_v2
"3-(3-methylbut-2-enylamino)piperidine-2,6-dione",-6.585,glutarimide
2-aminoinden-1-one,-6.584,glutarimide
NITISINONE,-6.583,screening_master_results.csv
2-(4-fluorophenyl)acetamide,-6.581,glutarimide
1-[2-(2-aminoacetyl)phenyl]dodecan-1-one,-6.581,glutarimide
"(1,4-dioxonaphthalen-2-yl)carbamic acid",-6.581,glutarimide
"6-amino-5-ethyl-5-phenylpyrimidine-2,4-dione",-6.579,pathc_v2
"2-(2-methylpropylamino)naphthalene-1,4-dione",-6.578,glutarimide
"3-[3-[(E)-but-1-enyl]-4-[(Z)-2-fluoroethenyl]-2,5-",-6.578,glutarimide
N-carbamoyl-4-phenylbutanamide,-6.577,glutarimide
"(3S)-3-(2-methylprop-2-enylamino)piperidine-2,6-di",-6.577,glutarimide
AMINOREX,-6.575,screening_master_results.csv
GUANFACINE,-6.575,fda_leftover
Meclofenamic_Acid,-6.574,screening_master_results.csv
FLUPIRTINE,-6.573,fda_leftover
PILOCARPINE,-6.571,docking_batch_results.csv
"2-(pentylamino)naphthalene-1,4-dione",-6.571,glutarimide
4-[(E)-5-(2-methylphenyl)-4-oxohex-2-enyl]pip,-6.569,pathc_v2
"5-amino-5-phenyl-1,3-diazinane-2,4,6-trione",-6.568,pathc_v2
"5-[(Z)-but-2-enyl]-5-butyl-1,3-diazinane-2,4,",-6.568,pathc_v2
MECLOFENAMIC ACID,-6.567,screening_master_results.csv
DEXMEDETOMIDINE,-6.566,screening_master_results.csv
"(1S,5R)-1-methyl-5-[4-(trifluoromethyl)phenyl",-6.566,pathc_v2
"N,2-dimethyl-2-phenylpropanamide",-6.566,pathc_v2
"5-butan-2-yl-5-methyl-1,3-diazinane-2,4,6-tri",-6.565,pathc_v2
"3-[3,4-bis(ethenyl)-5-oxo-2H-pyrrol-1-yl]-3-fluoro",-6.564,glutarimide
METHYPRYLON,-6.563,screening_master_results.csv
"5-pent-2-en-2-yl-5-propyl-1,3-diazinane-2,4-d",-6.561,pathc_v2
"1-methyl-5-[(E)-pent-2-en-2-yl]-5-propyl-1,3-",-6.561,pathc_v2
"5-pent-2-en-2-yl-5-propyl-1,3-diazinane-2,4,6",-6.56,pathc_v2
BUTAMBEN,-6.555,fda_leftover
"[3-(acetyloxymethyl)-5-ethyl-2,4,6-trioxo-5-p",-6.549,pathc_v2
"2-amino-3-(2,3-dihydrofuran-4-yl)naphthalene-1,4-d",-6.546,glutarimide
1-[4-(trifluoromethyl)phenyl]-3-azabicyclo[3.,-6.546,pathc_v2
"5,5-diethyl-2-sulfanylidene-1,3-diazinane-4,6",-6.543,pathc_v2
"3-[(1,4-dioxonaphthalen-2-yl)amino]propyl selenocy",-6.542,glutarimide
"5-benzyl-1,3-dimethyl-1,3-diazinane-2,4,6-tri",-6.539,pathc_v2
"3-(2-methylprop-2-enylamino)piperidine-2,6-dione",-6.539,glutarimide
TEMOZOLOMIDE,-6.538,docking_batch_results.csv
CARBIDOPA ANHYDROUS,-6.536,fda_leftover
NICORANDIL,-6.536,fda_leftover
2-chloro-3-[methyl(prop-2-ynyl)amino]naphthalene-1,-6.535,glutarimide
"2-amino-N-(1-methyl-2,6-dioxopiperidin-3-yl)butane",-6.535,glutarimide
Gemfibrozil,-6.534,screening_master_results.csv
"2-(1,3-dioxoisoindol-2-yl)-N-ethylacetamide",-6.533,glutarimide
MILNACIPRAN,-6.532,docking_batch_results.csv
Oxaprozin,-6.532,screening_master_results.csv
"5-(1,1,2,2,2-pentadeuterioethyl)-5-phenyl-1,3",-6.531,pathc_v2
"3-[3,4-bis(ethenyl)-5-oxo-2H-pyrrol-1-yl]piperidin",-6.528,glutarimide
"3-[(1-methyl-2,5-dioxopyrrolidin-3-yl)amino]piperi",-6.524,glutarimide
"3-(2,6-difluoro-4-methylphenyl)piperidine-2,6",-6.523,pathc_v2
"1,3-dimethyl-5-phenyl-1,3-diazinane-2,4,6-tri",-6.523,pathc_v2
"5-phenyl-1,3-diazinane-4,6-dione",-6.519,pathc_v2
"2-(1,3-dioxoisoindol-2-yl)propanoic acid",-6.518,glutarimide
PRAMIPEXOLE,-6.518,docking_round5_results.csv
AGOMELATINE,-6.516,fda_leftover
METHYLDOPATE,-6.516,fda_leftover
"5-iodonaphthalene-1,4-dione",-6.515,glutarimide
DURLOBACTAM,-6.513,fda_leftover
"4-(2,5-difluorophenyl)-4-methylpiperidine-2,6-dion",-6.513,glutarimide
"(3S)-3-(4-aminophenyl)-3-ethylpiperidine-2,6-dione",-6.512,glutarimide
"(E)-N-(2,6-dioxopiperidin-3-yl)-2-methylbut-2-enam",-6.512,glutarimide
"3-methyl-1H-benzo[g]quinoline-2,5,10-trione",-6.511,glutarimide
"(6S)-6-(2,3-difluorophenyl)-5,5-difluoro-6-(fluoro",-6.51,glutarimide
"2-(4-hydroxybutylamino)naphthalene-1,4-dione",-6.51,glutarimide
PINDOLOL,-6.51,docking_batch_results.csv
"N-(3-chloro-1,4-dioxonaphthalen-2-yl)butanamide",-6.509,glutarimide
"2,2-difluoro-2-(3-fluoro-4-phenylphenyl)acetamide",-6.507,glutarimide
IBUFENAC,-6.507,fda_leftover
"5-but-2-enyl-5-propyl-1,3-diazinane-2,4,6-tri",-6.505,pathc_v2
2-amino-1-(4-fluorophenyl)prop-2-en-1-one,-6.504,glutarimide
2-chloro-N-methyl-2-phenylacetamide,-6.503,glutarimide
DIROXIMEL FUMARATE,-6.501,screening_master_results.csv
"3-(5-tert-butyl-2-fluorophenyl)piperidine-2,6-dion",-6.501,glutarimide
2-methyl-3H-isoindol-1-one,-6.5,glutarimide
3-[3-(methylamino)-2-oxopyrrolidin-1-yl]piperidine,-6.498,glutarimide
"3-[3-amino-4-[[amino(methyl)amino]methyl]-2,5-diox",-6.497,glutarimide
"2-(ethoxymethylamino)naphthalene-1,4-dione",-6.495,glutarimide
"5-[(E)-but-2-enyl]-1,5-dimethyl-1,3-diazinane",-6.493,pathc_v2
"2-(2-hydroxybutylamino)naphthalene-1,4-dione",-6.493,glutarimide
CLOFOREX,-6.489,fda_leftover
"N-(3-chloro-1,4-dioxonaphthalen-2-yl)-N-methylacet",-6.488,glutarimide
"N-(1,4-dioxonaphthalen-2-yl)nitrous amide",-6.486,glutarimide
Hippuric_Acid,-6.485,screening_master_results.csv
PHENYL AMINOSALICYLATE,-6.485,docking_batch_results.csv
"N-(3-chloro-1,4-dioxonaphthalen-2-yl)acetamide",-6.485,glutarimide
CEDAZURIDINE,-6.483,docking_batch_results.csv
"2-(heptylamino)naphthalene-1,4-dione",-6.481,glutarimide
"2,3-bis(prop-2-enylamino)naphthalene-1,4-dione",-6.478,glutarimide
MEPROBAMATE,-6.477,fda_leftover
"3-(4-ethyl-3-fluoro-2-methylphenyl)piperidine-2,6-",-6.477,glutarimide
"2-methyl-N-(1-methyl-2,6-dioxopiperidin-3-yl)prop-",-6.472,glutarimide
"3-phenylpyrrolidine-2,5-dione",-6.47,pathc_v2
N-(acetylcarbamoyl)-2-phenylbutanamide,-6.47,pathc_v2
"2-(2-phenylacetyl)-2,7-diazaspiro[4.5]decane-6,8-d",-6.469,glutarimide
ISOCARBOXAZID,-6.468,screening_master_results.csv
"(5R)-1-methyl-5-phenyl-5-propyl-1,3-diazinane",-6.467,pathc_v2
"2-amino-3-(3-methylbutyl)naphthalene-1,4-dione",-6.467,glutarimide
"3-(2-chloro-5-fluoro-4-methylphenyl)piperidine-2,6",-6.467,glutarimide
CHLOROTHIAZIDE,-6.464,screening_master_results.csv
"3-(2,6-dioxo-3-phenylpiperidin-3-yl)propanoic",-6.462,pathc_v2
"2-amino-3-fluoronaphthalene-1,4-dione",-6.462,glutarimide
"(1,4-dioxonaphthalen-2-yl)iminosulfamic acid",-6.456,glutarimide
"5-(cyclohepten-1-yl)-5-ethyl-1-methyl-1,3-dia",-6.453,pathc_v2
"3-fluoro-1,4-dihydrobenzo[g]quinoline-5,10-dione",-6.453,glutarimide
"3-(2-fluorophenyl)pyrrolidine-2,5-dione",-6.452,glutarimide
ZILEUTON,-6.452,screening_master_results.csv
"1-(2,2-dimethylbutyl)-5,5-diethyl-1,3-diazina",-6.45,pathc_v2
"6-(1-methyl-2,6-dioxopiperidin-3-yl)-1,2,3,4-tetra",-6.45,glutarimide
"1-methyl-5-[(Z)-pent-2-en-2-yl]-5-propyl-1,3-",-6.45,pathc_v2
DIETHYLPROPION,-6.446,fda_leftover
"7-fluoro-2,3,4,10b-tetrahydro-1H-pyrazino[1,2-b]is",-6.443,glutarimide
"(Z)-N-(2,6-dioxopiperidin-3-yl)-2-methylbut-2-enam",-6.442,glutarimide
"4-(3,4-difluorophenyl)piperidine-2,6-dione",-6.44,glutarimide
4-benzylpiperidin-2-one,-6.44,glutarimide
THIAMYLAL,-6.439,docking_batch_results.csv
N-tert-butyl-2-chloro-2-phenylacetamide,-6.439,glutarimide
"3,3-diphenylpyrrolidine-2,5-dione",-6.437,pathc_v2
PHENYLBUTANOIC ACID,-6.436,docking_batch_results.csv
"2-(2-chloro-4-fluorophenyl)-N-(2,6-dioxopiperidin-",-6.433,glutarimide
"3-[3-(methylamino)-2,5-dioxopyrrol-1-yl]piperidine",-6.427,glutarimide
Biotin_Methyl_Ester,-6.426,screening_master_results.csv
"2-amino-3,6-dichloronaphthalene-1,4-dione",-6.426,glutarimide
ORNIDAZOLE,-6.419,docking_round5b_results.csv
"4-[4-(diethylamino)butylamino]naphthalene-1,2-dion",-6.416,glutarimide
"(1R,5S)-1-[4-(trifluoromethyl)phenyl]-3-azabi",-6.413,pathc_v2
"(3R)-3-ethyl-3-phenylpiperidine-2,6-dione",-6.411,pathc_v2
"(3R)-N-[2-(3-methyl-2,5-dioxopyrrol-1-yl)ethyl]-2-",-6.41,glutarimide
"2-(2-oxopropyl)isoindole-1,3-dione",-6.409,glutarimide
"3-[2,5-dioxo-3-[(Z)-prop-1-enyl]pyrrol-1-yl]piperi",-6.404,glutarimide
SULTHIAME,-6.404,screening_master_results.csv
"2-[(4-amino-2-methylbutyl)amino]naphthalene-1,4-di",-6.402,glutarimide
"2-(3-phenylpropylamino)naphthalene-1,4-dione",-6.402,glutarimide
"3-(4-aminophenyl)-3-ethylpiperidine-2,6-dione",-6.401,glutarimide
"5-[(Z)-but-2-enyl]-5-propyl-1,3-diazinane-2,4",-6.399,pathc_v2
"4-(1,3-dioxoisoindol-2-yl)butanoic acid",-6.399,glutarimide
"2-(2,4-difluorophenyl)-2,2-diphenylacetamide",-6.398,glutarimide
"2-(1,3-dioxoisoindol-2-yl)ethyl selenocyanate",-6.396,glutarimide
BRIVARACETAM,-6.395,screening_master_results.csv
"3-chloro-4-(2,3-difluorophenyl)pyrrole-2,5-dione",-6.395,glutarimide
Azelaic_Acid,-6.394,screening_master_results.csv
FENOPROFEN,-6.394,docking_batch_results.csv
ZOLEDRONIC ACID ANHYDROUS,-6.393,screening_master_results.csv
MOLSIDOMINE,-6.393,screening_master_results.csv
"(2S)-2-(1,3-dioxoisoindol-2-yl)propanoic acid",-6.392,glutarimide
ETHOTOIN,-6.392,screening_master_results.csv
MOCLOBEMIDE,-6.39,docking_round5b_results.csv
"4-(4-fluorophenyl)-3-methylpiperidine-2,6-dione",-6.389,glutarimide
TRANYLCYPROMINE,-6.389,docking_round5_results.csv
"isoquinoline-1,3,4-trione",-6.388,glutarimide
"N-(2,6-dioxopiperidin-3-yl)-N,3-dimethyl-2-methyli",-6.387,glutarimide
"2-amino-3-[(1-methyl-2,6-dioxopiperidin-3-yl)amino",-6.387,glutarimide
(Z)-3-amino-1-phenylhex-2-en-1-one,-6.386,glutarimide
"5-butan-2-yl-1,3-diazinane-2,4,6-trione",-6.386,pathc_v2
"3-[3-[(Z)-but-1-enyl]-4-ethenyl-2,5-dioxopyrrol-1-",-6.386,glutarimide
"3-[3,5-bis(trifluoromethyl)phenyl]-3-methylpyrroli",-6.385,glutarimide
"5-benzyl-2-sulfanylidene-1,3-diazinane-4,6-di",-6.383,pathc_v2
"2-(4-iodobutyl)isoindole-1,3-dione",-6.383,glutarimide
RANELIC ACID,-6.381,docking_round5b_results.csv
"3-(4-fluoro-3-propan-2-ylphenyl)piperidine-2,6-dio",-6.381,glutarimide
"2-(10-aminodecylamino)naphthalene-1,4-dione",-6.38,glutarimide
"2-[(dimethylamino)methyl]isoindole-1,3-dione",-6.38,glutarimide
"3-[(1-ethyl-2,5-dioxopyrrolidin-3-yl)amino]-1-meth",-6.378,glutarimide
"3-(6-amino-3-oxo-1H-isoindol-2-yl)piperidine-2,6-d",-6.376,glutarimide
"2-acetylnaphthalene-1,4-dione",-6.375,glutarimide
METHYL SALICYLATE,-6.374,fda_leftover
2-amino-4H-naphthalen-1-one,-6.373,glutarimide
"N-tert-butyl-3,3-difluoro-2-phenylpropanamide",-6.37,glutarimide
(3S)-3-(4-fluorophenyl)piperidine-3-carboxami,-6.365,pathc_v2
"5-ethyl-1-methyl-5-pent-2-enyl-1,3-diazinane-",-6.365,pathc_v2
LEVACETYLLEUCINE,-6.364,fda_leftover
"5-ethyl-1-methyl-5-[(E)-pent-2-en-2-yl]-1,3-d",-6.363,pathc_v2
"3-[(1-ethyl-2,5-dioxopyrrolidin-3-yl)amino]piperid",-6.362,glutarimide
(5S)-1-[4-(trifluoromethyl)phenyl]-3-azabicyc,-6.361,pathc_v2
DEXMETHYLPHENIDATE,-6.361,docking_batch_results.csv
"2-(2-phenylethylamino)naphthalene-1,4-dione",-6.361,glutarimide
NITROFURAZONE,-6.36,docking_batch_results.csv
"5-but-2-enyl-1,5-dimethyl-1,3-diazinane-2,4,6",-6.358,pathc_v2
"5-ethyl-1-methyl-5-[(E)-pent-2-enyl]-1,3-diaz",-6.358,pathc_v2
PROPAFENONE,-6.357,screening_master_results.csv
TYROSINE,-6.356,screening_master_results.csv
2-amino-1-phenylprop-2-en-1-one,-6.356,glutarimide
"1-butyl-5,5-diethyl-1,3-diazinane-2,4,6-trion",-6.351,pathc_v2
"(2S)-2-amino-2-cyclohexyl-1-(1,3-dihydroisoindol-2",-6.35,glutarimide
"2-methyl-3-(3-methylbutylamino)naphthalene-1,4-dio",-6.35,glutarimide
AMINEPTINE,-6.35,fda_leftover
"N,N-dimethyl-3-[(1-methyl-2,6-dioxopiperidin-3-yl)",-6.35,glutarimide
GABAPENTIN,-6.35,docking_batch_results.csv
AZELAIC ACID,-6.349,docking_batch_results.csv
"3-[(4-ethylphenyl)methyl]piperidine-2,6-dione",-6.348,glutarimide
"2-amino-3-(3-methylbut-2-enyl)naphthalene-1,4-dion",-6.348,glutarimide
"2-but-3-ynylisoindole-1,3-dione",-6.346,glutarimide
BENZPHETAMINE,-6.346,docking_batch_results.csv
DROXIDOPA,-6.346,screening_master_results.csv
"2-[4-[(3R)-2,6-dioxopiperidin-3-yl]-3,5-diflu",-6.344,pathc_v2
MOLINDONE,-6.343,docking_batch_results.csv
"3-methyl-3,4-dihydro-2H-isoquinolin-1-one",-6.341,glutarimide
"2-[acetyl(methyl)amino]-N-(2,6-dioxopiperidin-3-yl",-6.338,glutarimide
HEXYLCAINE,-6.337,docking_round5_results.csv
"5,5-diethyl-1-propyl-1,3-diazinane-2,4,6-trio",-6.337,pathc_v2
"2-amino-3-chloro-6-methylnaphthalene-1,4-dione",-6.335,glutarimide
"2-methyl-3-(propylamino)naphthalene-1,4-dione",-6.334,glutarimide
Sebacic_Acid,-6.334,screening_master_results.csv
NITAZOXANIDE,-6.334,docking_batch_results.csv
"3-(3-tert-butyl-2,5-difluorophenyl)piperidine-2,6-",-6.332,glutarimide
"3-(2-ethylphenyl)piperidine-2,6-dione",-6.332,pathc_v2
N-[2-(2-chloro-6-fluorophenyl)acetyl]-2-phenylacet,-6.328,glutarimide
"2-(4-oxocyclohexyl)isoindole-1,3-dione",-6.328,glutarimide
"3-(2-chloro-6-fluorophenyl)piperidine-2,6-dione",-6.328,glutarimide
"3-(2-fluorophenyl)-3-methylpiperidine-2,6-dio",-6.326,pathc_v2
"3-(3,4-difluorophenyl)piperidin-2-one",-6.325,glutarimide
3-(2-fluoro-4-methylphenyl)-3-methylpiperidin-2-on,-6.323,glutarimide
"5,5-diethyl-1-(2-methylbutyl)-1,3-diazinane-2",-6.321,pathc_v2
"2-azidonaphthalene-1,4-dione",-6.321,glutarimide
SECNIDAZOLE,-6.318,screening_master_results.csv
"3-ethyl-4-(2,4,5-trifluorophenyl)piperidine-2,6-di",-6.316,glutarimide
CARISOPRODOL,-6.314,fda_leftover
"5-bromo-5-phenyl-1,3-diazinane-2,4,6-trione",-6.312,pathc_v2
ROPINIROLE,-6.311,docking_round5_results.csv
THEOPHYLLINE GLYCINATE,-6.309,docking_round5b_results.csv
PRACTOLOL,-6.309,screening_master_results.csv
"5-ethyl-1,3-diazinane-2,4,6-trione",-6.308,pathc_v2
Levodopa,-6.308,screening_master_results.csv
"3-(2-fluoro-4-propylphenyl)piperidine-2,6-dione",-6.304,glutarimide
"5,5-diethyl-1-(2-methylbutan-2-yl)-1,3-diazin",-6.303,pathc_v2
"2-prop-2-enylisoquinoline-1,3,4-trione",-6.301,glutarimide
"3-(3-fluoro-2,4-dimethylphenyl)piperidine-2,6-dion",-6.301,glutarimide
"(2S)-N-tert-butyl-3,3-difluoro-2-(4-fluorophe",-6.3,pathc_v2
"5-(3-methylbut-2-enyl)-5-phenyl-1,3-diazinane",-6.299,pathc_v2
METHYLPHENIDATE,-6.298,docking_round5_results.csv
"3-[(4-iodophenyl)methyl]piperidine-2,6-dione",-6.297,pathc_v2
"3-(2-chloro-3-ethyl-6-fluorophenyl)piperidine-2,6-",-6.297,glutarimide
LEVODOPA,-6.294,docking_batch_results.csv
"2-ethenylisoindole-1,3-dione",-6.291,glutarimide
