name,best_affinity,z_score,hit_level,substructure,family,MW,LogP,HBA,HBD,TPSA,RotBonds,Rings,Carboxyl_count,Amide_count,Urea_count,smiles
TOLAZAMIDE,-3.499,1.4488394800901312,NonHit,Sulfonamide,Other,311.4070000000001,1.7739199999999995,4,2,78.50999999999999,3,2,0,2,1,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1
PYRANTEL,-3.467,1.4717768159932894,NonHit,Other,Other,206.31400000000002,2.4953000000000003,3,0,15.6,2,2,0,0,0,CN1CCCN=C1/C=C/c1cccs1
OXAMNIQUINE,-3.463,1.474643982981184,NonHit,Other,Other,279.34,1.8117999999999996,5,3,87.42999999999999,5,2,0,0,0,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1
DIAMTHAZOLE,-3.394,1.5241026135223683,NonHit,N-heterocycle,Other,293.43600000000004,3.0829000000000013,5,0,28.6,7,2,0,0,0,CCN(CC)CCOc1ccc2nc(N(C)C)sc2c1
EXIFONE,-3.354,1.5527742834013163,NonHit,Carbonyl,Other,278.216,1.1511999999999996,7,6,138.45000000000002,2,2,0,0,0,O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O
Omeprazole,-3.187,0.2135756427358048,NonHit,N-heterocycle,Other,318.44200000000006,4.0197800000000035,5,0,44.24000000000001,5,2,0,0,0,CC1=CN=C(C(=C1OC)C)CSC2=NC=C(C(=C2C)OC)C
METABROMSALAN,-3.078,1.7506088055660547,NonHit,Carbonyl,Other,371.028,4.169500000000002,2,2,49.33,2,2,0,1,0,O=C(Nc1ccccc1)c1cc(Br)cc(Br)c1O
LEVOBUPIVACAINE,-3.047,1.772829349722239,NonHit,Carbonyl,Other,288.43500000000006,3.8965400000000026,2,1,32.34,5,2,0,1,0,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C
BUPIVACAINE,-2.952,1.8409245656847395,NonHit,Carbonyl,Other,288.43500000000006,3.8965400000000026,2,1,32.34,5,2,0,1,0,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C
ZIMELDINE,-2.951,1.8416413574317128,NonHit,N-heterocycle,Other,317.22999999999996,3.8374000000000024,2,0,16.130000000000003,4,2,0,0,0,CN(C)C/C=C(/c1ccc(Br)cc1)c1cccnc1
FENOLDOPAM,-2.932,1.8552604006242133,NonHit,Other,Amino_acid,305.76099999999997,2.734400000000001,4,4,72.72,1,3,0,0,0,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1
BROMPHENIRAMINE,-2.884,1.8896664044789504,NonHit,N-heterocycle,Other,319.246,3.9277000000000024,2,0,16.130000000000003,5,2,0,0,0,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1
Piroxicam,-2.789,0.3109561335256848,NonHit,Sulfonamide,Other,331.353,1.5810000000000002,5,2,99.60000000000001,2,3,0,1,0,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3
SULFUR,-2.692,2.027290419897899,NonHit,Other,Other,256.536,5.1856,8,0,0.0,0,1,0,0,0,S1SSSSSSS1
CANNABIDIOL,-2.639,2.065280382487505,NonHit,Other,Other,314.469,5.846500000000006,2,2,40.46,6,2,0,0,0,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O
Warfarin,-2.575,0.3633164979202433,NonHit,Carbonyl,Other,308.333,3.6096000000000035,4,1,67.51,4,3,0,0,0,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
MEPIVACAINE,-2.572,2.113305429534741,NonHit,Carbonyl,Other,246.35399999999996,2.7262400000000007,2,1,32.34,2,2,0,1,0,Cc1cccc(C)c1NC(=O)C1CCCCN1C
ROPIVACAINE,-2.459,2.1943028969427685,NonHit,Carbonyl,Other,274.408,3.5064400000000013,2,1,32.34,4,2,0,1,0,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C
ANASTROZOLE,-2.091,2.4580822598290863,NonHit,N-heterocycle,Other,293.374,2.9287600000000014,4,0,78.28999999999999,4,2,0,0,0,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1
TERBINAFINE,-1.863,2.621510778139088,NonHit,Other,Other,291.438,4.877300000000004,1,0,3.24,4,2,0,0,0,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12
TAPINAROF,-1.511,2.8738214730738263,NonHit,Other,Other,254.329,4.391600000000004,2,2,40.46,3,2,0,0,0,CC(C)c1c(O)cc(/C=C/c2ccccc2)cc1O
Bezafibrate,-1.266,0.6835955492869593,NonHit,Carboxylic_acid,Other,361.82500000000005,3.5545000000000018,3,2,75.63,7,2,1,1,0,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl
Indomethacin,-1.12,0.7193180408832469,NonHit,Carboxylic_acid,Other,357.7930000000002,3.9273200000000026,3,1,68.53,4,3,1,0,0,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=C(C=C2)OC)CC(=O)O
VADADUSTAT,-0.944,3.280242393607909,NonHit,Amino_acid,Other,306.70500000000004,1.9219999999999993,4,3,99.52000000000001,4,2,1,1,0,O=C(O)CNC(=O)c1ncc(-c2cccc(Cl)c2)cc1O
NORFLOXACIN,-0.353,3.70386631606936,NonHit,Carboxylic_acid,Other,319.336,1.2683,4,2,74.57000000000001,3,3,1,0,0,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21
LIOTHYRONINE,-0.148,3.850808624198966,NonHit,Amino_acid,Other,650.9760000000001,3.952700000000001,4,3,92.78000000000002,5,2,1,0,0,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O
OLSALAZINE,-0.085,3.895966504258308,NonHit,Salicylate,Other,302.242,2.9096000000000006,6,4,139.78,4,2,2,0,0,O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O
Riboflavin,-0.01013,0.990875039157026,NonHit,Carbonyl,Other,362.342,-0.9143599999999998,8,5,155.04999999999998,1,3,0,3,1,CC1=C(C=C(C(=C1)C)N=C2C(=O)NC(=O)N=C2N3CC(C(C3O)O)O)O
"3,3',4',5-TETRACHLOROSALICYLANILIDE",0.0,3.956893802751072,NonHit,Carbonyl,Other,351.0160000000001,5.258100000000002,2,2,49.33,2,2,0,1,0,O=C(Nc1ccc(Cl)c(Cl)c1)c1cc(Cl)cc(Cl)c1O
EPALRESTAT,0.0,3.956893802751072,NonHit,Amino_acid,Other,319.407,2.918700000000001,4,1,57.61000000000001,4,2,1,1,0,CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1
HYDROXYSTILBAMIDINE,0.0,3.956893802751072,NonHit,Other,Other,280.33099999999996,2.1307400000000003,3,5,119.97,4,2,0,0,0,N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1
TEGASEROD,0.0,3.956893802751072,NonHit,Guanidine,Other,301.3940000000001,2.8145700000000007,3,4,85.29,7,2,0,0,0,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12
Meloxicam,0.05911,1.0078163084592655,NonHit,Sulfonamide,Other,325.3710000000001,1.88032,6,1,91.9,2,3,0,2,1,CC1=CC=CS(=O)(=O)N1C(=O)NC2=C(C3=NC=C(S3)C)O2
Montelukast,0.6323,1.148061342418691,NonHit,Carboxylic_acid,Other,466.6870000000003,7.084700000000008,3,2,57.53,12,3,1,0,0,CC(C)(C1=CC=CC=C1CC[C@H](C2=CC=CC(=C2)CC=C(C)C)SCC3(CC3)CC(=O)O)O
Sulindac,0.6643,1.1558909296178772,NonHit,Carboxylic_acid,Other,356.418,4.318820000000003,2,1,54.37,4,3,1,0,0,CC1=C(C2=C(C=CC(=C2)F)C(=C1)CC(=O)O)C3=CC=C(C=C3)S(=O)C
Ursodeoxycholic_Acid,0.9351,1.2221488112909915,NonHit,Carboxylic_acid,Carboxylic_acid,392.58000000000015,4.477900000000006,3,3,77.76,4,4,1,0,0,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
Simvastatin,1.155,1.2759527558254002,NonHit,Dicarboxylic_acid,Statin,432.60100000000034,4.975700000000005,5,1,72.83,6,3,2,0,0,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(O)(CC(=O)O3)C)C
Pravastatin,1.174,1.280601573224917,NonHit,Dicarboxylic_acid,Statin,432.60100000000034,4.975700000000005,5,1,72.83,6,3,2,0,0,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(O)(CC(=O)O3)C)C
Folic_Acid,3.064,1.7430365671768595,NonHit,Amino_acid,Carboxylic_acid,441.40400000000017,-0.044799999999998674,9,6,213.27999999999997,9,3,2,1,0,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)N=C(N3)N
Celecoxib,4.869,2.184674220130964,NonHit,Sulfonamide,NSAID,381.3790000000001,3.5139200000000015,3,1,77.98,3,3,0,0,0,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F
Retinoic_Acid,6.011,2.464092613301926,NonHit,Carboxylic_acid,Carboxylic_acid,300.44200000000006,5.602600000000005,1,1,37.3,5,1,1,0,0,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
Methotrexate,6.317,2.5389630408941453,NonHit,Amino_acid,Other,454.44700000000023,0.2684000000000003,10,5,210.53999999999996,9,3,2,1,0,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
Cholic_Acid,6.5,2.583738492689492,NonHit,Carboxylic_acid,Carboxylic_acid,408.5790000000002,3.448700000000003,4,4,97.99000000000001,4,4,1,0,0,CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C
Deoxycholic_Acid,7.329,2.786573736068413,NonHit,Carboxylic_acid,Carboxylic_acid,408.5790000000002,3.448700000000003,4,4,97.99000000000001,4,4,1,0,0,CC(CCC(=O)O)C1CCC2C1(C(CC3C2CC(C4C3(CCC(C4)O)C)O)O)C
Zafirlukast,15.54,4.795596876459631,NonHit,Sulfonamide,Other,410.4510000000002,3.06112,5,3,126.56,5,3,1,1,0,CC1=CC(=C(C=C1)C2=CC=C(C=C2)C(=O)NS(=O)(=O)C3=CC=CC=C3C(=O)O)N
