name,best_affinity,z_score,hit_level,substructure,family,MW,LogP,HBA,HBD,TPSA,RotBonds,Rings,Carboxyl_count,Amide_count,Urea_count,smiles
Levodopa,-6.308,-0.550053783784837,L5_Weak,Amino_acid,Amino_acid,197.19,0.05219999999999969,4,4,103.78,3,1,1,0,0,C1=CC(=C(C=C1CC(C(=O)O)N)O)O
METHYLPHENIDATE,-6.295,-0.5553102444483053,L5_Weak,Profens,Other,233.31099999999995,2.0852999999999997,3,1,38.33,3,2,1,0,0,COC(=O)C(c1ccccc1)C1CCCCN1
LEVODOPA,-6.294,-0.5545934527013314,L5_Weak,Amino_acid,Amino_acid,197.18999999999997,0.052200000000000135,4,4,103.78000000000002,3,1,1,0,0,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O
Pantothenic_Acid,-6.283,-0.5439369187854729,L5_Weak,Small_acid,Carboxylic_acid,219.23699999999997,-1.0432999999999995,4,4,106.86,6,0,1,1,0,CC(C)(CO)C(O)C(=O)NCCC(=O)O
ZALCITABINE,-6.27,-0.5373904507739629,L5_Weak,N-heterocycle,Other,211.22099999999998,-0.5046000000000002,5,2,90.36999999999999,2,2,0,0,0,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1
THIOPENTAL,-6.268,-0.5359568672800157,L5_Weak,Carbonyl,Other,242.34400000000002,1.3498999999999999,3,2,58.2,4,1,0,2,0,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O
ROPINIROLE,-6.261,-0.5309393250512,L5_Weak,Carbonyl,Other,260.3809999999999,2.845700000000001,2,1,32.34,7,2,0,1,0,CCCN(CCC)CCc1cccc2c1CC(=O)N2
RILUZOLE,-6.25,-0.5230546158344894,L5_Weak,N-heterocycle,Other,234.20199999999994,2.7771,4,1,48.14,1,2,0,0,0,Nc1nc2ccc(OC(F)(F)F)cc2s1
PROPRANOLOL,-6.239,-0.5151699066177787,L5_Weak,Other,Other,259.34900000000005,2.5775000000000006,3,2,41.489999999999995,6,2,0,0,0,CC(C)NCC(O)COc1cccc2ccccc12
LINDANE,-6.238,-0.5144531148708054,L5_Weak,Other,Other,290.832,3.644400000000001,0,0,0.0,0,1,0,0,0,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl
ISOSORBIDE MONONITRATE,-6.232,-0.5101523643889632,L5_Weak,Other,Other,191.13899999999998,-1.2782000000000004,6,1,91.06000000000002,2,2,0,0,0,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O
L-Tyrosine,-6.23,-0.5309691649868206,L5_Weak,Amino_acid,Amino_acid,181.19099999999997,0.3465999999999994,3,3,83.55,3,1,1,0,0,C1=CC(=CC=C1CC(C(=O)O)N)O
MOXONIDINE,-6.227,-0.5065684056540948,L5_Weak,Guanidine,Other,241.68200000000002,0.8181199999999997,6,2,71.43,2,2,0,0,0,COc1nc(C)nc(Cl)c1NC1=NCCN1
HEXYLCAINE,-6.226,-0.5058516139071209,L5_Weak,Carboxylic_acid,Other,261.365,3.154200000000002,3,1,38.33,5,2,1,0,0,CC(CNC1CCCCC1)OC(=O)c1ccccc1
ACIPIMOX,-6.223,-0.5037012386661996,L5_Weak,Small_acid,Other,154.12499999999997,-0.2783799999999999,3,1,77.13,1,1,1,0,0,Cc1cnc(C(=O)O)c[n+]1[O-]
QUINETHAZONE,-6.222,-0.5029844469192264,L5_Weak,Sulfonamide,Other,289.74399999999997,0.8788000000000005,4,3,101.28999999999999,2,2,0,1,0,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1
PIRFENIDONE,-6.217,-0.4994004881843573,L5_Weak,N-heterocycle,Other,185.22600000000003,2.1459200000000003,1,0,22.0,1,2,0,0,0,Cc1ccc(=O)n(-c2ccccc2)c1
EDARAVONE,-6.209,-0.4936661542085678,L5_Weak,Carbonyl,Other,174.20299999999995,1.7992,2,0,32.67,1,2,0,1,0,CC1=NN(c2ccccc2)C(=O)C1
Fenbufen,-6.207,-0.5253416491874052,L5_Weak,Carboxylic_acid,Other,268.31199999999995,3.129200000000001,2,1,54.370000000000005,6,2,1,0,0,C1=CC=C(C=C1)C(=O)CCC2=CC=C(C=C2)CC(=O)O
STAVUDINE,-6.198,-0.4857814449918577,L5_Weak,N-heterocycle,Other,224.21599999999998,-0.7090799999999999,4,2,84.32,2,2,0,0,0,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O
ETHOSUXIMIDE,-6.196,-0.4843478614979099,L5_Weak,Succinimide,Other,141.17,0.4491999999999999,2,1,46.17,1,1,0,2,0,CCC1(C)CC(=O)NC1=O
Hydrochlorothiazide,-6.178,-0.5182460857881427,L5_Weak,Sulfonamide,Other,297.745,-0.3512999999999999,5,3,118.36,1,2,0,0,0,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
HYDROCHLOROTHIAZIDE,-6.152,-0.4528090246310678,L5_Weak,Sulfonamide,Other,297.74500000000006,-0.35129999999999967,5,3,118.35999999999999,1,2,0,0,0,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O
OXYBENZONE,-6.144,-0.4470746906552783,L5_Weak,Carbonyl,Other,228.247,2.631800000000001,3,1,46.53,3,2,0,0,0,COc1ccc(C(=O)c2ccccc2)c(O)c1
MEPERIDINE,-6.141,-0.4449243154143572,L5_Weak,Profens,Other,247.33799999999994,2.2131,3,0,29.54,3,2,1,0,0,CCOC(=O)C1(c2ccccc2)CCN(C)CC1
Fluoxetine,-6.133,-0.5072357287892869,L5_Weak,Other,Other,309.33099999999996,4.435000000000003,2,1,21.259999999999998,6,2,0,0,0,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
LEVOMILNACIPRAN,-6.131,-0.4377563979446204,L5_Weak,Carbonyl,Other,246.35399999999998,1.7713999999999999,2,1,46.33,5,2,0,1,0,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN
Tolfenamic_Acid,-6.127,-0.5057676811894394,L5_Weak,Fenamate,Fenamate,261.708,4.090220000000002,2,2,49.33,3,2,1,0,0,CC1=CC=CC(=C1NC2=CC=CC=C2C(=O)O)Cl
TOLAZOLINE,-6.127,-0.4348892309567254,L5_Weak,Imidazoline,Other,160.22000000000003,1.2308,2,1,24.39,2,2,0,0,0,c1ccc(CC2=NCCN2)cc1
Phenylacetic_Acid,-6.116,-0.503076260589719,L5_Weak,Small_acid,Carboxylic_acid,136.15,1.3137,1,1,37.3,2,1,1,0,0,C1=CC=CC=C1CC(=O)O
Tranexamic_Acid,-6.113,-0.5023422367897955,L5_Weak,Small_acid,Carboxylic_acid,157.21300000000002,0.8361000000000001,2,2,63.32000000000001,2,1,1,0,0,C1CC(CCC1CN)C(=O)O
TRANEXAMIC ACID,-6.112,-0.4241373547521203,L5_Weak,Small_acid,Carboxylic_acid,157.21299999999997,0.8361000000000001,2,2,63.32000000000001,2,1,1,0,0,NC[C@H]1CC[C@H](C(=O)O)CC1
VILOXAZINE,-6.112,-0.4241373547521203,L5_Weak,Other,Other,237.29899999999992,1.4525,4,1,39.72,5,2,0,0,0,CCOc1ccccc1OCC1CNCCO1
SULFALENE,-6.106,-0.4198366042702779,L5_Weak,Sulfonamide,Other,280.30899999999997,0.8681999999999999,6,2,107.2,4,2,0,0,0,COc1nccnc1NS(=O)(=O)c1ccc(N)cc1
ETHOXZOLAMIDE,-6.099,-0.4148190620414623,L5_Weak,Sulfonamide,Other,258.32399999999996,1.3424,5,1,82.28,3,2,0,0,0,CCOc1ccc2nc(S(N)(=O)=O)sc2c1
NEPAFENAC,-6.09,-0.4083679363186989,L5_Weak,Carbonyl,Other,254.289,1.5276,3,2,86.18,4,2,0,1,0,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N
Nabumetone,-6.079,-0.4940233003906599,L5_Weak,Carbonyl,Other,228.29099999999994,3.370000000000002,2,0,26.3,4,2,0,0,0,COC1=CC2=C(C=C1)C=C(C=C2)CCC(=O)C
TELBIVUDINE,-6.077,-0.399049643608041,L5_Weak,N-heterocycle,Other,242.23099999999997,-1.5142799999999992,5,3,104.54999999999998,2,2,0,0,0,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O
PRONETALOL,-6.077,-0.399049643608041,L5_Weak,Other,Other,229.323,2.871200000000001,2,2,32.26,4,2,0,0,0,CC(C)NCC(O)c1ccc2ccccc2c1
URACIL MUSTARD,-6.054,-0.3825634334276463,L5_Weak,N-heterocycle,Other,252.101,1.1718,5,2,69.48,5,1,0,0,0,Oc1ncc(N(CCCl)CCCl)c(O)n1
SULFATHIAZOLE,-6.053,-0.3818466416806724,L5_Weak,Sulfonamide,Other,255.32400000000004,1.5261,5,2,85.08,3,2,0,0,0,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
PHENDIMETRAZINE,-6.053,-0.3818466416806724,L5_Weak,Other,Other,191.27399999999994,2.0782,2,0,12.47,1,2,0,0,0,C[C@H]1[C@H](c2ccccc2)OCCN1C
DOBUTAMINE,-6.043,-0.3746787242109357,L5_Weak,Other,Other,301.386,2.956800000000002,4,4,72.72,7,2,0,0,0,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1
INAMRINONE,-6.033,-0.3675108067411989,L5_Weak,N-heterocycle,Other,187.202,1.0191,3,2,71.77,1,2,0,0,0,Nc1cc(-c2ccncc2)c[nH]c1=O
THIOGUANINE,-6.026,-0.3624932645123827,L5_Weak,N-heterocycle,Other,167.197,0.59769,4,3,83.38,0,2,0,0,0,Nc1nc2[nH]cnc2c(=S)[nH]1
PROPYLTHIOURACIL,-6.022,-0.3596260975244882,L5_Weak,N-heterocycle,Other,170.237,1.38499,2,2,48.65,2,1,0,0,0,CCCc1cc(=O)[nH]c(=S)[nH]1
Probenecid,-6.003,-0.4754280307925924,L5_Weak,Sulfonamide,Other,285.365,2.1955,3,1,74.68,7,1,1,0,0,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O
PROPYLHEXEDRINE,-6.0,-0.3438566790910669,NonHit,Other,Other,155.28499999999997,2.564700000000001,1,1,12.03,3,1,0,0,0,CNC(C)CC1CCCCC1
NALIDIXIC ACID,-5.997,-0.3417063038501458,NonHit,Small_acid,Carboxylic_acid,232.23899999999998,1.4230200000000002,3,1,72.19,2,2,1,0,0,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21
HEPTABARBITAL,-5.997,-0.3417063038501458,NonHit,Barbiturate,Other,250.29799999999997,1.6392999999999995,3,2,75.27000000000001,2,2,0,4,1,CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O
CHLORNAPHAZINE,-5.981,-0.3302376358985667,NonHit,Other,Other,268.187,4.123800000000003,1,0,3.24,5,2,0,0,0,ClCCN(CCCl)c1ccc2ccccc2c1
PRALIDOXIME,-5.969,-0.3216361349348827,NonHit,N-heterocycle,Other,137.162,0.3191999999999999,2,1,36.47,1,1,0,0,0,C[n+]1ccccc1C=NO
FLOXURIDINE,-5.964,-0.3180521762000144,NonHit,N-heterocycle,Other,246.194,-1.6836,5,3,104.55000000000001,2,2,0,0,0,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F
FAVIPIRAVIR,-5.962,-0.3166185927060665,NonHit,Carbonyl,Other,157.10399999999998,-0.5798000000000002,4,2,89.10000000000001,1,1,0,1,0,NC(=O)c1nc(F)cnc1O
PROTRIPTYLINE,-5.954,-0.310884258730277,NonHit,Other,Other,263.384,4.301900000000003,1,1,12.03,4,3,0,0,0,CNCCCC1c2ccccc2C=Cc2ccccc21
Suberic_Acid,-5.948,-0.4619709277939909,NonHit,Dicarboxylic_acid,Carboxylic_acid,174.19599999999997,1.4962,2,2,74.6,7,0,2,0,0,C(CCCCC(=O)O)CC(=O)O
KETOROLAC,-5.941,-0.3015659660196191,NonHit,Carboxylic_acid,Other,255.27299999999997,2.291,2,1,59.3,3,3,1,0,0,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O
LEVETIRACETAM,-5.939,-0.3001323825256718,NonHit,Carbonyl,Other,170.212,-0.12729999999999997,2,1,63.400000000000006,3,1,0,2,0,CC[C@@H](C(N)=O)N1CCCC1=O
CHLOROXINE,-5.928,-0.2922476733089612,NonHit,N-heterocycle,Other,214.051,3.2472000000000003,2,1,33.120000000000005,0,2,0,0,0,Oc1c(Cl)cc(Cl)c2cccnc12
Captopril,-5.924,-0.4560987373946012,NonHit,Amino_acid,Other,217.28999999999996,0.6279000000000001,3,2,57.61,3,1,1,1,0,CC(CS)C(=O)N1CCCC1C(=O)O
PHENOXYBENZAMINE,-5.919,-0.2857965475861977,NonHit,Other,Other,303.83299999999997,4.194900000000003,2,0,12.47,8,2,0,0,0,CC(COc1ccccc1)N(CCCl)Cc1ccccc1
THALIDOMIDE,-5.917,-0.2843629640922505,NonHit,Carbonyl,Other,258.23299999999995,0.08779999999999993,4,1,83.55000000000001,1,3,0,4,0,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
CAPTOPRIL,-5.906,-0.2764782548755399,NonHit,Amino_acid,Other,217.28999999999996,0.6279000000000001,3,2,57.61,3,1,1,1,0,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O
IFOSFAMIDE,-5.892,-0.2664431704179086,NonHit,Other,Other,261.08899999999994,1.884,2,1,41.57,5,1,0,0,0,O=P1(NCCCl)OCCCN1CCCl
Acetaminophen,-5.889,-0.4475351263954911,NonHit,Carbonyl,Other,151.165,1.3505999999999998,2,2,49.33,1,1,0,1,0,CC(=O)NC1=CC=C(C=C1)O
PRIMAQUINE,-5.882,-0.2592752529481713,NonHit,N-heterocycle,Other,259.35299999999995,2.782700000000001,4,2,60.17,6,2,0,0,0,COc1cc(NC(C)CCCN)c2ncccc2c1
PYRIMETHAMINE,-5.865,-0.2470897932496189,NonHit,N-heterocycle,Other,248.71700000000004,2.5238000000000005,4,2,77.82,2,2,0,0,0,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
ETHIONAMIDE,-5.858,-0.2420722510208027,NonHit,N-heterocycle,Other,166.24900000000002,1.2782,2,1,38.91,2,1,0,0,0,CCc1cc(C(N)=S)ccn1
MEFENAMIC ACID,-5.856,-0.2406386675268555,NonHit,Fenamate,Fenamate,241.29,3.7452400000000017,2,2,49.33,3,2,1,0,0,Cc1cccc(Nc2ccccc2C(=O)O)c1C
Mefenamic_Acid,-5.855,-0.4392161899963557,NonHit,Fenamate,Fenamate,241.29000000000002,3.7452400000000017,2,2,49.33,3,2,1,0,0,CC1=CC=CC(=C1NC2=CC=CC=C2C(=O)O)C
DACARBAZINE,-5.854,-0.2392050840329083,NonHit,Carbonyl,Other,182.18699999999998,0.0688999999999999,4,2,99.72999999999999,3,1,0,1,0,CN(C)/N=N/c1[nH]cnc1C(N)=O
SAFINAMIDE,-5.809,-0.2069494554190923,NonHit,Carbonyl,Other,302.34900000000005,2.3681,3,2,64.35,7,2,0,1,0,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O
Salicylic_Acid,-5.803,-0.4264931107976778,NonHit,Salicylate,Salicylate,138.12199999999999,1.0904,2,2,57.53,1,1,1,0,0,C1=CC=CC(=C1C(=O)O)O
Lisinopril,-5.799,-0.4255144123977796,NonHit,Amino_acid,Other,348.39900000000017,1.1261000000000003,4,3,106.94000000000001,8,2,2,1,0,CC(C(=O)O)NC(CCC1=CC=CC=C1)C(=O)N2CCCC2C(=O)O
ISONIAZID,-5.798,-0.1990647462023816,NonHit,Carbonyl,Other,137.142,-0.3149000000000006,3,2,68.00999999999999,1,1,0,1,0,NNC(=O)c1ccncc1
Isoniazid,-5.796,-0.4247803885978559,NonHit,Carbonyl,Other,137.14199999999997,-0.3149000000000001,3,2,68.01,1,1,0,1,0,C1=CC=NC=C1C(=O)NN
HEXESTROL,-5.792,-0.1947639957205393,NonHit,Other,Other,270.37199999999996,4.785200000000004,2,2,40.46,5,2,0,0,0,CC[C@H](c1ccc(O)cc1)[C@@H](CC)c1ccc(O)cc1
MEDIFOXAMINE,-5.78,-0.1861624947568553,NonHit,Other,Other,257.33299999999997,3.0321000000000016,3,0,21.700000000000003,6,2,0,0,0,CN(C)CC(Oc1ccccc1)Oc1ccccc1
LABETALOL,-5.778,-0.1847289112629075,NonHit,Carbonyl,Other,328.4120000000001,2.1353999999999997,4,4,95.57999999999998,8,2,0,1,0,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1
METRONIDAZOLE,-5.775,-0.1825785360219869,NonHit,N-heterocycle,Other,171.15599999999998,0.09201999999999994,4,1,81.19,3,1,0,0,0,Cc1ncc([N+](=O)[O-])n1CCO
TICRYNAFEN,-5.775,-0.1825785360219869,NonHit,Carboxylic_acid,Other,331.17600000000004,3.7493000000000016,4,1,63.6,5,2,1,0,0,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl
Metronidazole,-5.767,-0.4176848251985933,NonHit,N-heterocycle,Other,171.15599999999998,0.09201999999999982,4,1,81.19,3,1,0,0,0,CC1=NC=C(N1CCO)[N+](=O)[O-]
BENORILATE,-5.763,-0.1739770350583024,NonHit,Salicylate,Other,313.309,2.789500000000001,5,1,81.69999999999999,4,2,2,1,0,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1
PERFLUTREN,-5.757,-0.16967628457646,NonHit,Other,Other,188.017,2.7462999999999997,0,0,0.0,0,0,0,0,0,FC(F)(F)C(F)(F)C(F)(F)F
Pimelic_Acid,-5.755,-0.4147487299988983,NonHit,Dicarboxylic_acid,Carboxylic_acid,160.16899999999998,1.1061,2,2,74.6,6,0,2,0,0,C(CCCC(=O)O)CC(=O)O
CYCLOPHOSPHAMIDE ANHYDROUS,-5.748,-0.1632251588536972,NonHit,Other,Other,261.089,1.884,2,1,41.57000000000001,5,1,0,0,0,O=P1(N(CCCl)CCCl)NCCCO1
DIFLUNISAL,-5.724,-0.1460221569263287,NonHit,Salicylate,Other,250.19999999999996,3.035600000000001,2,2,57.53,2,2,1,0,0,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O
TILBROQUINOL,-5.719,-0.1424381981914603,NonHit,N-heterocycle,Other,238.08400000000003,3.0113200000000004,2,1,33.120000000000005,0,2,0,0,0,Cc1cc(Br)c(O)c2ncccc12
FLUMEXADOL,-5.708,-0.1345534889747496,NonHit,Other,Other,231.21699999999996,2.3663,2,1,21.259999999999998,1,2,0,0,0,FC(F)(F)c1cccc(C2CNCCO2)c1
FENOTEROL,-5.707,-0.1338366972277757,NonHit,Other,Other,303.358,2.0576,5,5,92.95,6,2,0,0,0,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1
MINOXIDIL,-5.704,-0.1316863219868545,NonHit,N-heterocycle,Other,209.25300000000001,-0.13029999999999975,5,2,95.11,1,2,0,0,0,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]
METOPROLOL,-5.7,-0.1288191549989601,NonHit,Other,Other,267.36899999999997,1.6132,4,2,50.72,9,1,0,0,0,COCCc1ccc(OCC(O)CNC(C)C)cc1
TRIFLURIDINE,-5.685,-0.1180672787943543,NonHit,N-heterocycle,Other,296.20099999999996,-0.8039000000000001,5,3,104.55000000000001,2,2,0,0,0,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F
CYCLOPENTOLATE,-5.685,-0.1180672787943543,NonHit,Profens,Other,291.39100000000013,2.1801000000000004,4,1,49.769999999999996,6,2,1,0,0,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1
OXCARBAZEPINE,-5.682,-0.1159169035534338,NonHit,Carbonyl,Other,252.27299999999997,2.6422000000000008,2,1,63.400000000000006,0,3,0,2,1,NC(=O)N1c2ccccc2CC(=O)c2ccccc21
TRIPELENNAMINE,-5.676,-0.1116161530715915,NonHit,N-heterocycle,Other,255.36500000000004,2.649800000000001,3,0,19.37,6,2,0,0,0,CN(C)CCN(Cc1ccccc1)c1ccccn1
CIMETIDINE,-5.676,-0.1116161530715915,NonHit,Guanidine,Other,252.347,0.5974,4,3,88.88999999999999,5,1,0,0,0,CN/C(=N\CCSCc1nc[nH]c1C)NC#N
Benzoic_Acid,-5.665,-0.3927280160011868,NonHit,Small_acid,Carboxylic_acid,122.12299999999998,1.3848,1,1,37.3,1,1,1,0,0,C1=CC=CC=C1C(=O)O
LUMIRACOXIB,-5.659,-0.0994306933730385,NonHit,Carboxylic_acid,NSAID,293.725,4.158220000000002,2,2,49.33,4,2,1,0,0,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1
PYRIDOSTIGMINE,-5.657,-0.0979971098790913,NonHit,Small_acid,Other,181.21499999999997,0.5714999999999999,2,0,33.42,1,1,1,1,0,CN(C)C(=O)Oc1ccc[n+](C)c1
DILEVALOL,-5.648,-0.0915459841563279,NonHit,Carbonyl,Other,328.4120000000001,2.1353999999999997,4,4,95.57999999999998,8,2,0,1,0,C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1
Valproic_Acid,-5.628,-0.3836750558021276,NonHit,Small_acid,Carboxylic_acid,144.214,2.2874,1,1,37.3,5,0,1,0,0,CCCC(CCC)C(=O)O
CLONIDINE,-5.611,-0.0650246895183014,NonHit,Guanidine,Other,230.09799999999998,2.3644999999999996,3,2,36.42,1,2,0,0,0,Clc1cccc(Cl)c1NC1=NCCN1
OZAGREL,-5.596,-0.0542728133136963,NonHit,Small_acid,Other,228.251,2.0292,2,1,55.12,4,2,1,0,0,O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1
ZIDOVUDINE,-5.589,-0.0492552710848807,NonHit,N-heterocycle,Other,267.245,-0.19628000000000012,5,2,133.07999999999998,3,2,0,0,0,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O
XANOMELINE,-5.587,-0.0478216875909328,NonHit,N-heterocycle,Other,281.425,3.2161000000000017,5,0,38.25000000000001,7,2,0,0,0,CCCCCCOc1nsnc1C1=CCCN(C)C1
ACEFYLLINE,-5.574,-0.0385033948802749,NonHit,Small_acid,Other,238.20299999999997,-1.4816999999999998,4,1,99.12,2,2,1,0,0,Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O
PYRIDOXINE,-5.57,-0.0356362278923805,NonHit,N-heterocycle,Other,169.18,0.08021999999999985,4,3,73.58000000000001,2,1,0,0,0,Cc1ncc(CO)c(CO)c1O
LEVOBUNOLOL,-5.558,-0.0270347269286959,NonHit,Carbonyl,Other,291.391,2.3334,4,2,58.559999999999995,5,2,0,0,0,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O
Adipic_Acid,-5.553,-0.3653244608040346,NonHit,Dicarboxylic_acid,Carboxylic_acid,146.142,0.716,2,2,74.6,5,0,2,0,0,C(CCC(=O)O)CC(=O)O
ASCORBIC ACID,-5.549,-0.0205836012059331,NonHit,Small_acid,Carboxylic_acid,176.124,-1.4073999999999995,6,4,107.22000000000001,2,1,1,0,0,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
MEPTAZINOL,-5.546,-0.0184332259650119,NonHit,Other,Other,233.3549999999999,3.1557000000000013,2,1,23.47,2,2,0,0,0,CCC1(c2cccc(O)c2)CCCCN(C)C1
MODAFINIL,-5.523,-0.0019470157846166,NonHit,Carbonyl,Other,273.357,2.01,2,1,66.15,5,2,0,1,0,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1
Ascorbic_Acid,-5.523,-0.3579842228047973,NonHit,Small_acid,Carboxylic_acid,176.124,-1.4073999999999995,6,4,107.22000000000001,2,1,1,0,0,C(C(C1C(=C(C(=O)O1)O)O)O)O
FLUTAMIDE,-5.504,0.0116720274078835,NonHit,Carbonyl,Other,276.21399999999994,3.2081000000000017,3,1,72.24,3,1,0,1,0,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
PYRILAMINE,-5.481,0.0281582375882781,NonHit,N-heterocycle,Other,285.391,2.658400000000001,4,0,28.6,7,2,0,0,0,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1
Tiaprofenic_Acid,-5.48,-0.3474632150058909,NonHit,Profens,Profens,260.31399999999996,3.167200000000001,3,1,54.370000000000005,4,2,1,0,0,CC(C1=CC=CC=C1C(=O)C2=CC=CS2)C(=O)O
TIAPROFENIC ACID,-5.48,0.0288750293352514,NonHit,Carboxylic_acid,Profens,260.31399999999996,3.167200000000001,3,1,54.37,4,2,1,0,0,CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1
RITODRINE,-5.475,0.0324589880701204,NonHit,Other,Other,287.35900000000004,2.3520000000000003,4,4,72.72,6,2,0,0,0,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1
ISAXONINE,-5.475,0.0324589880701204,NonHit,N-heterocycle,Other,137.18599999999998,1.2969,3,1,37.81,2,1,0,0,0,CC(C)Nc1ncccn1
FLUOROURACIL,-5.465,0.0396269055398572,NonHit,N-heterocycle,Other,130.078,-0.7977000000000001,2,2,65.72,0,1,0,0,0,O=c1[nH]cc(F)c(=O)[nH]1
Pyridoxine,-5.459,-0.3423250484064246,NonHit,N-heterocycle,Other,169.17999999999998,0.08022000000000001,4,3,73.58000000000001,2,1,0,0,0,CC1=NC=C(C(=C1O)CO)CO
MUZOLIMINE,-5.456,0.04607803126262,NonHit,Carbonyl,Other,272.13500000000005,2.5589000000000013,3,1,58.69,2,2,0,1,0,CC(c1ccc(Cl)c(Cl)c1)N1N=C(N)CC1=O
ARIMOCLOMOL,-5.446,0.0532459487323574,NonHit,N-heterocycle,Other,313.78500000000014,1.0838,5,1,72.0,6,2,0,0,0,[O-][n+]1cccc(/C(Cl)=N/OC[C@H](O)CN2CCCCC2)c1
VENLAFAXINE,-5.431,0.0639978249369625,NonHit,Other,Other,277.4079999999999,3.0356000000000014,3,1,32.7,5,2,0,0,0,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1
KETOPROFEN,-5.427,0.0668649919248576,NonHit,Profens,Profens,254.285,3.1057000000000015,2,1,54.37,4,2,1,0,0,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
DYPHYLLINE,-5.423,0.069732158912752,NonHit,N-heterocycle,Other,254.24599999999998,-2.213099999999999,5,2,102.28,3,2,0,0,0,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O
DIPHENHYDRAMINE,-5.421,0.0711657424066992,NonHit,Other,Other,255.36100000000002,3.3542000000000023,2,0,12.47,6,2,0,0,0,CN(C)CCOC(c1ccccc1)c1ccccc1
Ketoprofen,-5.411,-0.3305806676076451,NonHit,Profens,Profens,254.285,3.1057000000000006,2,1,54.370000000000005,4,2,1,0,0,CC(C1=CC=CC(=C1)C(=O)C2=CC=CC=C2)C(=O)O
"GLYCEROL, IODINATED",-5.408,0.0804840351173571,NonHit,Other,Other,258.055,0.5436999999999999,3,1,38.69,2,1,0,0,0,CC(I)C1OCC(CO)O1
ARMODAFINIL,-5.406,0.081917618611305,NonHit,Carbonyl,Other,273.357,2.01,2,1,66.15,5,2,0,1,0,NC(=O)C[S@@+]([O-])C(c1ccccc1)c1ccccc1
PIRACETAM,-5.398,0.0876519525870945,NonHit,Carbonyl,Other,142.158,-0.9059000000000004,2,1,63.400000000000006,2,1,0,2,0,NC(=O)CN1CCCC1=O
BENZNIDAZOLE,-5.392,0.0919527030689362,NonHit,Carbonyl,Other,260.253,1.1077,4,1,90.06,5,2,0,1,0,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1
